VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
WA1G2AFY5R,King,Woodinville,WA,98072.0,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,45.0,280659501,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032327.0
JM3KKEHA4R,King,Maple Valley,WA,98038.0,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,5.0,276705628,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032011.0
7SAYGDEE6T,Snohomish,Lynnwood,WA,98036.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,279901569,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051931.0
1G1FW6S04L,Clark,Washougal,WA,98671.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,18.0,265810282,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040513.0
7SAYGDEE0R,Clark,Brush Prairie,WA,98606.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,261812918,POINT (-122.54578 45.73473),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040505.0
7SAXCDE58R,Snohomish,Lynnwood,WA,98037.0,2024,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,269806582,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051702.0
1G1FY6S04P,Island,Camano Island,WA,98282.0,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,10.0,257404206,POINT (-122.40049 48.23986),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53029971700.0
1N4AZ1CPXK,Snohomish,Monroe,WA,98272.0,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150.0,39.0,2140848,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052208.0
5YJYGDEE3M,King,Seattle,WA,98116.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,148614672,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702.0
5YJ3E1EA9J,Thurston,Lacey,WA,98513.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,22.0,209828650,POINT (-122.81754 46.98876),PUGET SOUND ENERGY INC,53067011623.0
7SAYGDEF7N,King,Redmond,WA,98052.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,219373591,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032313.0
3GPKHZRJ8R,Walla Walla,Walla Walla,WA,99362.0,2024,HONDA,PROLOGUE,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,16.0,270812496,POINT (-118.34261 46.07068),PACIFICORP,53071920902.0
1N4AZ0CP6D,Kitsap,Bainbridge Island,WA,98110.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,23.0,185392301,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035091002.0
KNDJX3AE4G,King,Seattle,WA,98101.0,2016,KIA,SOUL,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,93.0,43.0,209997770,POINT (-122.34223 47.61085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008102.0
JN1DF0CD4P,Clark,Ridgefield,WA,98642.0,2023,NISSAN,ARIYA HATCHBACK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,273943988,POINT (-122.74595 45.81539),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040303.0
5YJ3E1EA6M,King,Auburn,WA,98092.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,283004046,POINT (-122.18497 47.28825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031206.0
1N4AZ0CP7D,King,Renton,WA,98059.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,5.0,5768913,POINT (-122.16548 47.53766),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031904.0
7SAYGDEE9T,King,Sammamish,WA,98029.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,285776732,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032223.0
7SAYGDEE1R,Snohomish,Everett,WA,98208.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,268840617,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041704.0
5XYAEFS53S,Snohomish,Edmonds,WA,98026.0,2025,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,277631756,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050300.0
7SAYGDED8S,Snohomish,Bothell,WA,98012.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,280285547,POINT (-122.22038 47.8572),PUGET SOUND ENERGY INC,53061052005.0
WBY43AW00R,Snohomish,Edmonds,WA,98026.0,2024,BMW,I4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,261209595,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050101.0
KNDRMDJH6S,Skagit,Bow,WA,98232.0,2025,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,40.0,276512519,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057950801.0
1G1FX6S05H,King,Kent,WA,98031.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,47.0,278113181,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029407.0
7SAYGDEEXP,Pierce,Gig Harbor,WA,98335.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,240034546,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072507.0
5YJYGDEE6L,Pierce,Tacoma,WA,98422.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,27.0,281520830,POINT (-122.39471 47.28159),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940005.0
5YJSA1E5XM,King,Seattle,WA,98168.0,2021,TESLA,MODEL S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,179457617,POINT (-122.3317 47.50314),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026400.0
1GC10UED5R,Yakima,Moxee,WA,98936.0,2024,CHEVROLET,SILVERADO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,15.0,272354764,POINT (-120.39197 46.55621),PACIFICORP,53077001702.0
KMHC75LH0K,Clark,Vancouver,WA,98665.0,2019,HYUNDAI,IONIQ,Battery Electric Vehicle (BEV),Not eligible due to low battery range,29.0,49.0,103325421,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040809.0
7FCEHEB27R,King,Maple Valley,WA,98038.0,2024,RIVIAN,EDV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,269530082,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032010.0
1FMCU0E12R,Snohomish,Everett,WA,98201.0,2024,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37.0,38.0,270093428,POINT (-122.20596 47.97659),PUGET SOUND ENERGY INC,53061041000.0
7SAYGDEE1P,King,Bothell,WA,98011.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,230096793,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0
5YJXCBE27L,King,Issaquah,WA,98027.0,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293.0,41.0,111653545,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025006.0
WP1AD2XA6S,Thurston,Olympia,WA,98502.0,2025,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,35.0,278825480,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902.0
5YJ3E1EAXN,King,Auburn,WA,98092.0,2022,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,267815677,POINT (-122.18497 47.28825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031207.0
2C4RC1L7XL,Clark,Camas,WA,98607.0,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,18.0,255249543,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400.0
JM3KKBHA0R,King,Bellevue,WA,98008.0,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26.0,48.0,261808788,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023000.0
5YJ3E1EB3R,King,Black Diamond,WA,98010.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,275501285,POINT (-122.00143 47.30893),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031603.0
YV4H60DW3P,Snohomish,Bothell,WA,98021.0,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35.0,1.0,225711419,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937.0
5YJ3E1EB0M,Clark,Camas,WA,98607.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,171149863,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040609.0
7SAYGAEE8S,Pierce,Gig Harbor,WA,98335.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,280955755,POINT (-122.58009 47.328),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072408.0
5YJ3E1EA0S,King,Shoreline,WA,98155.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,32.0,276793975,POINT (-122.27794 47.75462),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033020600.0
JTMABABA6R,Kittitas,Roslyn,WA,98941.0,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,13.0,277058078,POINT (-120.99607 47.22593),PUGET SOUND ENERGY INC,53037975104.0
5YJ3E1EA9P,King,Maple Valley,WA,98038.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,245704364,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031604.0
1FADP5CU0G,King,Shoreline,WA,98133.0,2016,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19.0,32.0,280397022,POINT (-122.34477 47.75744),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033021000.0
7PDSGBBAXS,King,Kirkland,WA,98034.0,2025,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,280412268,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
5YJXCDE24J,King,Seattle,WA,98133.0,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,46.0,474744231,POINT (-122.34477 47.75744),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033000300.0
JTMABACA0R,King,Vashon,WA,98070.0,2024,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,273093852,POINT (-122.4573 47.44929),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033027702.0
7SAYGAEE5S,King,Seatac,WA,98188.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,277001742,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028100.0
1FTVW1BK6R,Benton,Richland,WA,99352.0,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,8.0,271710694,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010500.0
5YJYGDEEXM,King,Bellevue,WA,98005.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,281457858,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023500.0
WBY1Z2C50G,King,Redmond,WA,98053.0,2016,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81.0,45.0,268893320,POINT (-122.03287 47.68555),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032315.0
7SAYGDEE2T,King,Seattle,WA,98144.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,279262490,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500.0
1V2DNPE80P,King,Des Moines,WA,98198.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,244076528,POINT (-122.31991 47.40814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029001.0
1N4AZ1CP6J,Snohomish,Mill Creek,WA,98012.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,44.0,241481824,POINT (-122.22038 47.8572),PUGET SOUND ENERGY INC,53061052004.0
KM8K53AG6P,King,Kenmore,WA,98028.0,2023,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,286806677,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600.0
1C4JJXP67N,Snohomish,Lake Stevens,WA,98258.0,2022,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21.0,44.0,227494942,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052604.0
7SAYGAEE7N,Clark,Camas,WA,98607.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,193772848,POINT (-122.40199 45.58694),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041400.0
7SAYGAEE4P,Snohomish,Bothell,WA,98021.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,235503677,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051916.0
JN1AZ0CP6B,King,Bothell,WA,98011.0,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73.0,1.0,135253583,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021804.0
5YJ3E1EA7J,King,Sammamish,WA,98074.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,45.0,190751564,POINT (-122.02054 47.60326),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032225.0
3FMTK3R71N,Snohomish,Lynnwood,WA,98037.0,2022,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,21.0,198777498,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051928.0
7SAYGDEF2N,King,Seattle,WA,98118.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,285094225,POINT (-122.2668 47.55115),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011700.0
KNDC3DLC3R,King,Federal Way,WA,98003.0,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,268075580,POINT (-122.3303 47.30151),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030313.0
5YJ3E1EA0R,King,Seattle,WA,98122.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,269920990,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007800.0
5YJ3E1EB4S,Whatcom,Bellingham,WA,98225.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,42.0,282601322,POINT (-122.47091 48.75256),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000501.0
YV4ED3URXM,King,Clyde Hill,WA,98004.0,2021,VOLVO,XC40,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,156646122,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024100.0
3FMTK3R79M,King,Sammamish,WA,98075.0,2021,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,256283506,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032217.0
1G1RD6S54H,Benton,Richland,WA,99352.0,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,8.0,113695795,POINT (-119.27372 46.27391),BONNEVILLE POWER ADMINISTRATION||CITY OF RICHLAND - (WA),53005010600.0
7PDSGABL1P,King,Seattle,WA,98199.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,36.0,241530614,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700.0
1N4AZ0CP1E,Kitsap,Port Orchard,WA,98367.0,2014,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,26.0,198241725,POINT (-122.70348 47.52028),PUGET SOUND ENERGY INC,53035092704.0
2C4RC1L73P,Pierce,University Place,WA,98467.0,2023,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,28.0,276923972,POINT (-122.54045 47.20742),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072314.0
7SAYGDEE8P,King,Kent,WA,98032.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,228634465,POINT (-122.23741 47.3807),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029803.0
7SAYGDEE4N,Whatcom,Bellingham,WA,98229.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,40.0,201934575,POINT (-122.45486 48.7449),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073000902.0
WBY1Z4C52E,San Juan,Friday Harbor,WA,98250.0,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72.0,40.0,208239811,POINT (-123.01648 48.53448),BONNEVILLE POWER ADMINISTRATION||ORCAS POWER & LIGHT COOP,53055960302.0
5YJXCAE22K,Snohomish,Bothell,WA,98012.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,44.0,239720617,POINT (-122.22038 47.8572),PUGET SOUND ENERGY INC,53061052007.0
ZACPDFCW1R,King,Tukwila,WA,98188.0,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,11.0,261062217,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
KNDCT3L14P,King,Federal Way,WA,98023.0,2023,KIA,NIRO,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,235105251,POINT (-122.34059 47.32478),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030304.0
7PDSGABL9N,King,Mercer Island,WA,98040.0,2022,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,234953750,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024602.0
1GYC3NML5T,King,Redmond,WA,98052.0,2026,CADILLAC,VISTIQ,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,284510005,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032325.0
5YJSA1E28F,Pierce,Tacoma,WA,98408.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,29.0,190181995,POINT (-122.44718 47.20144),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053063100.0
5YJ3E1EA5R,King,Bothell,WA,98011.0,2024,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,272123106,POINT (-122.20563 47.76144),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022001.0
5YJXCAE26K,King,Seattle,WA,98119.0,2019,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,289.0,36.0,168702754,POINT (-122.3684 47.64586),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900.0
1N4AZ0CP9D,King,Issaquah,WA,98027.0,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75.0,5.0,255789558,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032103.0
1G1FW6S00H,Pierce,Fife,WA,98424.0,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238.0,25.0,282304382,POINT (-122.35686 47.23679),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053940012.0
KNDAEFS51R,King,Seattle,WA,98125.0,2024,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,269672462,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001000.0
1V2GNPE87P,King,Snoqualmie,WA,98065.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,286366461,POINT (-121.82432 47.52716),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032604.0
JTDACACU8R,Franklin,Pasco,WA,99301.0,2024,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,16.0,275716920,POINT (-119.09467 46.23542),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF FRANKLIN COUNTY,53021020102.0
